唯一編碼,物業地址,全幢or大手,地盤面積,成交價,成交價(億港元),現樓面面積,現樓面呎價,可建樓面面積,重建呎價,地區,分類,入伙日期,照片,房間數目及每間售價,賣家,買家,資料來源,新聞連結,資料日期,備註,Date,地區_18區,數據年份,longitude_lands,latitude_lands,easting_lands,northing_lands
2019I007,阿公岩村道8號精雅印刷集團大廈全幢（8 A Kung Ngam Village Road）,全幢,"11,666平方呎",5.8億港元,5.8,"69,680平方呎","8,324港元/平方呎",,,筲箕灣,工業,22/1/1980,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2019I007.jpg,,蘇永強,鄧成波家族,市場消息,https://www1.hkej.com/dailynews/property/article/2092936/%E9%84%A7%E6%88%90%E6%B3%A25.8%E5%84%84%E8%B3%BC%E7%B2%BE%E9%9B%85%E5%8D%B0%E5%88%B7%E5%85%A8%E5%B9%A2,2019-03-27,,27/3/2019,東區,2019,114.2324,22.2815,841988.8,815844
2019I008,嘉業街50號嘉里(柴灣)貨倉全幢（50 Ka Yip Street）,全幢,,22.7億港元,22.7,"535,037平方呎","4,243港元/平方呎",,,柴灣,工業,15/9/1986,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2019I008.jpg,,嘉里物流,嘉里建設,市場消息,https://hk.finance.yahoo.com/news/%E5%98%89%E9%87%8C%E7%89%A9%E6%B5%81-00636-%E5%87%BA%E5%94%AE%E5%85%A9%E8%B2%A8%E5%80%89%E5%A5%9736%E5%84%84%E6%88%96%E6%B4%BE%E7%89%B9%E6%81%AF-%E5%8D%88%E5%BE%8C%E5%85%88%E5%8D%87%E5%BE%8C%E5%9B%9E-063252853.html,2019-03-28,,28/3/2019,東區,2019,114.2462,22.2698,843417.9,814552.9
2019I014,利眾街18號美利倉大廈及一籃子工業物業（18 Lee Chung Street）,大手,,7.35億港元,7.35,"114,000平方呎",,,,柴灣,工業,6/8/1980,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2019I014.jpg,,黑石基金,興勝創建,市場消息,https://www2.hkej.com/instantnews/announcement/article/2193340/%E8%88%88%E5%8B%9D%E5%89%B5%E5%BB%BA%E9%80%BE7%E5%84%84%E8%B3%BC%E8%BF%B7%E4%BD%A0%E5%80%89%E6%A5%AD%E5%8B%99,2019-07-17,市場消息：成交物業由以下物業組成：(i) 香港柴灣利眾街第18號美利倉大廈；(ii) 香港柴灣利眾街第20號柴灣中心工業大廈四樓A單位第1部分、四樓A單位第2部分（包括其附屬天台）以及地下12號停車位；(iii) 香港九龍觀塘道第448-458號官塘工業中心三座一樓N-3單位以及地下R4、R5及R6號樓梯、香港九龍觀塘道第436-446號官塘工業中心四座一樓Q-4單位（包括其附屬天台）以及香港九龍觀塘道第436-484號官塘工業中心地下55號及56號停車位。,17/7/2019,東區,2019,114.2372,22.2658,842487.5,814107.1
2019F008,英皇道625號全幢（625 King's Road）,全幢,,47.5億港元,47.5,"300,000平方呎","15,833港元/平方呎",,,鰂魚涌,商業,2/4/1998,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2019F008.jpg,,中華汽車、太古地產,基匯資本,市場消息,https://ps.hket.com/article/2355716/%E8%8B%B1%E7%9A%87%E9%81%93%E5%85%A8%E5%B9%A2%E5%95%86%E5%BB%88%20%E5%9F%BA%E6%BB%99%E8%B3%87%E6%9C%AC47.5%E5%84%84%E8%B3%BC?mtc=40001&srkw=%E4%B8%AD%E8%8F%AF%E6%B1%BD%E8%BB%8A%EF%BC%8800026%EF%BC%89,2019-05-22,,22/5/2019,東區,2019,114.2062,22.2923,839295.1,817043.7
2019F012,屈臣道15號維多利中心一籃子商業物業（15 Watson Road）,大手,,5億港元,5,"46,241平方呎","10,813港元/平方呎",,,天后,商業,16/9/1981,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2019F012.jpg,,跨國公司3M,SilkRoad,市場消息,https://finance.mingpao.com/fin/dailyp/20190626/1561489665838/%E6%98%9F%E6%B4%B2%E5%AE%A25%E5%84%84%E6%8E%83%E7%B6%AD%E5%A4%9A%E5%88%A9%E4%B8%AD%E5%BF%83%E4%B8%80%E7%B1%83%E5%AD%90%E5%96%AE%E4%BD%8D,2019-06-26,,26/6/2019,東區,2019,114.1903,22.2873,837647.8,816487.8
2019F014,利眾街14-16號德昌廣場全幢（14-16 Lee Chung Street）,全幢,,9.48億港元,9.48,"95,476平方呎","9,929港元/平方呎",,,柴灣,商業,涉及兩個Lot，分別入伙日期為1965年8月31日及1971年7月5日,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2019F014.jpg,,德昌電機,創福發展有限公司,市場消息,https://www1.hkej.com/dailynews/property/article/2203650/%E5%BE%B7%E6%98%8C%E9%9B%BB%E6%A9%9F9.48%E5%84%84%E5%94%AE%E6%9F%B4%E7%81%A3%E7%89%A9%E6%A5%AD,2019-07-30,,30/7/2019,東區,2019,114.2368,22.2656,842448.4,814085.2
2019R003,金華街9至15號全幢（9-15 Kam Wa Street）,全幢,"3,720平方呎",4.3億港元,4.3,,,"34,968平方呎","12,297港元/平方呎",筲箕灣,1960年及之前入伙舊樓,15/2/1960,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2019R003.jpg,,新鴻基地產相關人士,富豪國際,市場消息,https://std.stheadline.com/sc/daily/article/1964134/%E6%97%A5%E5%A0%B1-%E5%9C%B0%E7%94%A2-%E7%AD%B2%E7%AE%95%E7%81%A3%E8%88%8A%E6%A8%934-3%E5%84%84%E6%98%93%E6%89%8B,2019-02-22,,22/2/2019,東區,2019,114.23,22.278,841740.6,815460.8
2019R007,筲箕灣道80號全幢（80 Shau Kei Wan Road）,全幢,"1,000平方呎",0.48億港元,0.48,"4,500平方呎","10,667港元/平方呎",,,筲箕灣,商住,28/8/1979,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2019R007.jpg,,李淵庭,,市場消息,https://www.midlandici.com.hk/ics/property/article/detail/19997,2019-04-30,,30/4/2019,東區,2019,114.2213,22.2826,840846.2,815973
2019R012,南安街75及77號合榮大廈及茂發樓全幢（75-77 Nam On Street）,全幢,"1,780平方呎",1.1億港元,1.1,,,,,筲箕灣,商住,1989年,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2019R012.jpg,,,英皇國際,市場消息,https://paper.hket.com/article/2365642/%E7%AD%B2%E7%AE%95%E7%81%A3%E5%8D%97%E5%AE%89%E8%A1%97%E8%88%8A%E6%A8%93%20%E9%80%BE1.1%E5%84%84%E6%98%93%E6%89%8B,2019-05-31,,31/5/2019,東區,2019,114.2268,22.2787,841410.6,815540.9
2019R027,成安街12號全幢（12 Shing On Street）,全幢,800平方呎,0.57億港元,0.57,"3,801平方呎","14,996港元/平方呎",,,筲箕灣,商住,16/7/1965,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2019R027.jpg,,,TOP FAME TRADING LIMITED,市場消息,https://std.stheadline.com/sc/daily/article/2117145/%E6%97%A5%E5%A0%B1-%E5%9C%B0%E7%94%A2-%E5%87%B1%E9%BE%8D%E7%91%9E%E7%AD%89%E6%94%B6%E8%B3%BC%E9%87%91%E9%A6%AC%E5%80%AB%E9%81%93%E8%88%8A%E6%A8%93,2019-12-20,,20/12/2019,東區,2019,114.2215,22.2816,840863.2,815854.6
2019S003,筲箕灣道78號（78 Shau Kei Wan Road）,大手,"1,000平方呎",0.46億港元,0.46,,,"8,000平方呎","5,694港元/平方呎",筲箕灣,地盤（包括強拍）,,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2019S003.jpg,,HSBC Trustee,馮國保,土地註冊處及市場消息,https://www.midlandici.com.hk/ics/property/article/detail/19664,2019-03-13,,13/3/2019,東區,2019,114.2212,22.2826,840836.7,815972.8
2019S005,春秧街62至68號（62-68 Chun Yeung Street）,大手,"4,340平方呎",5.8億港元,5.8,,,"36,261平方呎","15,995港元/平方呎",北角,地盤（包括強拍）,,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2019S005.jpg,,羅守弘,萬科香港,市場消息,https://paper.hket.com/article/2326530/%E5%8C%97%E8%A7%92%E6%98%A5%E7%A7%A7%E8%A1%97%E5%9C%B0%E7%9B%A4%205.8%E5%84%84%E6%88%90%E4%BA%A4,2019-04-16,,16/4/2019,東區,2019,114.197,22.2909,838344.8,816890.7
2019J006,英皇道383至385號全幢（383-385 King's Road）,全幢,"3,154平方呎",4.85億港元,4.85,,,"47,310平方呎","10,252港元/平方呎",北角,1960年及之前入伙舊樓,,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2019J006.jpg,,安泰集團黃慶苗、黃崇聖、黃崇基、Chan Chuen Yik,桂洪地產,市場消息,https://www2.hkej.com/property/article/id/2105270/%E8%8B%B1%E7%9A%87%E9%81%93%E5%85%A8%E5%B9%A2%E8%88%8A%E6%A8%934.85%E5%84%84%E8%BD%89%E6%89%8B,2019-04-08,市場消息：買家因看好北角未來一帶發展機遇及英皇道地利優勢，故購入舊樓地盤並計劃改建成商廈作長線投資。,8/4/2019,東區,2019,114.1984,22.291,838483.6,816895.7
2019J009,月園街18-20號全幢（18-20 Yuet Yuen Street）,全幢,"1,618平方呎",1.5億港元,1.5,"4,372平方呎","34,309港元/平方呎","24,270平方呎","6,180港元/平方呎",北角,1960年及之前入伙舊樓,13/5/1955,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2019J009.jpg,,Y18 YUET YUEN LTD & BETTY YEUNG,LAW KWAI KAU &LAU CHUNG WAI,EPRC及市場消息,https://www1.hkej.com/dailynews/property/article/2161569/%E5%8C%97%E8%A7%92%E6%9C%88%E5%9C%92%E8%A1%97%E8%88%8A%E6%A8%931.5%E5%84%84%E6%98%93%E6%89%8B,2019-06-13,,13/6/2019,東區,2019,114.1961,22.2908,838246.4,816875.9
2019T001,英皇道277-291號皇都戲院大廈一籃子商業物業（277-291 King's Road）,大手,"36,200平方呎",7.37億港元,7.37,"5,090平方呎","144,794港元/平方呎",,,北角,1960年及之前入伙舊樓,20/8/1959,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2019T001.jpg,,陸海通家族,新世界,市場消息,https://finance.mingpao.com/fin/dailyp/20190619/1560885347449/%E6%96%B0%E4%B8%96%E7%95%8C7%E5%84%84%E8%B3%BC%E7%9A%87%E9%83%BD%E6%88%B2%E9%99%A2%E9%80%A33%E8%88%96,2019-06-19,市場消息：若重建成住宅，地積比可達10倍，可建樓面約36.2萬方呎，若作商廈發展，地積比可提高至15倍，可建樓面達52.5萬方呎。,19/6/2019,東區,2019,114.1955,22.2904,838184,816831.4
2022M010,啟發徑8號城．點基座3層商舖（8 KAI FAT PATH）,大手,,4.5億港元,4.5,"17,230平方呎","26,117港元/平方呎",,,屯門,商場或商鋪或基座商鋪,22/8/2019,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2022M010.jpg,,資本策略,方壽林家族,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/833598/%E8%B3%87%E6%9C%AC%E7%AD%96%E7%95%A54-5%E5%84%84%E6%B2%BD%E5%B1%AF%E9%96%80%E5%9F%8E-%E9%BB%9E%E5%9F%BA%E5%BA%A7%E5%95%86%E5%A0%B4-%E6%96%B0%E8%B2%B7%E5%AE%B6%E6%AF%8F%E6%9C%88%E6%94%B6140%E8%90%AC%E7%A7%9F,2022-11-07,,7/11/2022,屯門區,2022,113.976,22.395,815581.3,828427.1
2021I017,河田街2號東亞紗廠工業大廈1期全幢（2 Ho Tin Street）,全幢,,22.43億港元,22.43,"466,449平方呎","4,808港元/平方呎",,,屯門,工業,19/12/1979,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021I017.jpg,,鄧成波家族,華潤物流,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/656441/%E4%B8%8D%E8%B6%B3%E4%B8%89%E5%80%8B%E6%9C%88%E7%94%A980%E5%84%84%E8%B2%A8-%E9%84%A7%E6%88%90%E6%B3%A2%E5%AE%B6%E6%97%8F%E9%80%BE22%E5%84%84%E6%B2%BD%E5%B1%AF%E9%96%80%E5%85%A8%E5%B9%A2%E5%B7%A5%E5%BB%88,2021-07-28,,28/7/2021,屯門區,2021,113.9719,22.398,815158,828764.9
2021I022,建泰街6號恒威工業中心C座一籃子單位（6 Kin Tai Street）,大手,,11億港元,11,"317,827平方呎",,,,屯門,工業,7/7/1988,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021I022.jpg,,本地財團,外資基金Silkroad,市場消息,https://www.hkcd.com/hkcdweb/content/2021/09/24/content_1295766.html,2021-09-24,市場消息：成交物業包括地下6個地廠，3至19樓17個全層單位，以及187個車位，合共約佔大廈約9成業權,24/9/2021,屯門區,2021,113.97,22.3952,814968.7,828457
2021M004,兆興里3號兆麟苑兆麟商場全幢（3 Siu Hing Lane）,全幢,,2.8億港元,2.8,"32,022平方呎","8,744港元/平方呎",,,屯門,商場或商鋪或基座商鋪,,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021M004.jpg,,林子峰及有關人士,,市場消息,https://www1.hkej.com/dailynews/property/article/2679504/%E6%9E%97%E5%AD%90%E5%B3%B02.8%E5%84%84%E5%94%AE%E5%85%86%E9%BA%9F%E5%95%86%E5%A0%B4,2021-01-30,,30/1/2021,屯門區,2021,113.9765,22.3845,815634.3,827261.2
2021M005,屯門鄉事會路88號天生樓地下及1樓舖位及若干升降機、升降機大堂以及樓梯（88 Tuen Mun Heung Sze Wui Road）,大手,,3億港元,3,"13,858平方呎","21,648港元/平方呎",,,屯門,商場或商鋪或基座商鋪,6/4/2018,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021M005.jpg,,新世界,宏安集團與物業投資者Chiu Lon Ronald持有的合資企業,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/606628/%E6%96%B0%E4%B8%96%E7%95%8C3%E5%84%84%E6%B2%BD%E5%B1%AF%E9%96%80the-parkville%E5%B7%A8%E8%88%96-%E5%AE%8F%E5%AE%89%E5%A4%A5-%E6%A8%93%E7%A5%9E-%E5%85%92%E5%AD%90%E8%B6%99%E6%9C%97%E6%89%BF%E6%8E%A5,2021-03-31,,31/3/2021,屯門區,2021,113.975,22.3971,815482.2,828663.9
2021S004,"丈量約份第130約地段第523、714餘段（DD 130 Lot 523RP, 714RP）",大手,"75,000平方呎",2.28億港元,2.28,,,,,屯門,地盤（包括強拍）,,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021S004.jpg,,鄧成波家族,远展,市場消息,https://std.stheadline.com/sc/daily/article/2364131/%E6%97%A5%E5%A0%B1-%E5%9C%B0%E7%94%A2-%E9%84%A7%E6%88%90%E6%B3%A2%E5%AE%B6%E6%97%8F2-28%E5%84%84%E6%B2%BD%E5%B1%AF%E9%96%80%E5%9C%B0,2021-06-05,成交呎價約3040元,5/6/2021,屯門區,2021,113.9812,22.4187,816122.1,831047.7
2021P008,建泰街6號恒威工業中心若干停車位（6 Kin Tai Street）,大手,,2.15億港元,2.15,,,,,屯門,車位或停車場大廈,7/7/1988,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021P008.jpg,,Silkroad,,土地註冊處及市場消息,https://finance.mingpao.com/fin/instantp/20210930/1632997351086/%E5%A4%96%E8%B3%87%E5%9F%BA%E9%87%91%E6%96%A5%E9%80%BE11%E5%84%84%E8%B3%BC%E5%B1%AF%E9%96%80%E5%B7%A5%E5%BB%88%E5%8F%8A%E8%BB%8A%E4%BD%8D,2021-09-30,結合土地註冊處資料，該成交包括188個車位，每個車位平均作價約114萬,30/9/2021,屯門區,2021,113.9703,22.3956,814996.3,828498.7
2020I007,建豐街1號 (50%股權)（1 Kin Fung Circuit）,大手,,7.51億港元,7.51,"105,364平方呎","7,123港元/平方呎",,,屯門,工業,31/10/1978,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2020I007.jpg,,載通,新地,市場消息,https://www.tkww.hk/epaper/view/newsDetail/1326225882678956032.html,2020-11-11,現樓面呎價根據50%股權價值計算,11/11/2020,屯門區,2020,113.9725,22.3967,815220.2,828614.9
2019I003,新安街13號寶泰工業大廈全幢（13 San On Street）,全幢,,3億港元,3,"31,706平方呎","9,462港元/平方呎","95,000平方呎","3,158港元/平方呎",屯門,工業,27/8/1976,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2019I003.jpg,,潘泰然,英皇集團,市場消息,https://www.midlandici.com.hk/ics/property/article/detail/19392,2019-01-24,,24/1/2019,屯門區,2019,113.9709,22.3931,815060.7,828215.8
2019I006,新安街13號寶泰工業大廈全幢（13 San On Street）,全幢,,3.68億港元,3.68,"31,706平方呎","11,605港元/平方呎","95,000平方呎","3,873港元/平方呎",屯門,工業,27/8/1976,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2019I006.jpg,,Keen Mark Ltd,永得行有限公司,土地註冊處,,2019-03-15,,15/3/2019,屯門區,2019,113.9709,22.393,815062.3,828209.7
2019M012,湖翠路201號兆禧商場等一籃子物業（201 Wu Chui Road）,大手,,5.12億港元,5.12,"23,439平方呎",,,,屯門,商場或商鋪或基座商鋪,1/3/1986,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2019M012.jpg,,領展,基匯資本,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/270393/%E5%8F%88%E8%B3%A3%E5%95%86%E5%A0%B4-%E9%A0%98%E5%B1%95%E4%BB%A5120%E5%84%84%E5%85%83%E5%94%AE12%E5%80%8B%E5%95%86%E5%A0%B4%E4%BA%88%E5%9F%BA%E5%8C%AF%E8%B3%87%E6%9C%AC-%E5%8D%97%E5%8D%80%E4%BD%94%E5%85%A9%E5%80%8B,2019-01-08,"1、2018年12月成交，2019年1月登記；
2、成交物業主要包括一幢3層高（包括閣樓）商場（內部設有零售店舖、街市及福利設施）以及一幢4層高錯層式停車場大廈，合共提供560個泊車位。",8/1/2019,屯門區,2019,113.966,22.3737,814553.8,826066.7
2019M013,鳴琴路1號山景商場等一籃子物業（1 Ming Kum Road）,大手,,18.36億港元,18.36,"121,430平方呎",,,,屯門,商場或商鋪或基座商鋪,1/3/1983,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2019M013.jpg,,領展,基匯資本,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/270393/%E5%8F%88%E8%B3%A3%E5%95%86%E5%A0%B4-%E9%A0%98%E5%B1%95%E4%BB%A5120%E5%84%84%E5%85%83%E5%94%AE12%E5%80%8B%E5%95%86%E5%A0%B4%E4%BA%88%E5%9F%BA%E5%8C%AF%E8%B3%87%E6%9C%AC-%E5%8D%97%E5%8D%80%E4%BD%94%E5%85%A9%E5%80%8B,2019-01-08,"1、2018年12月成交，2019年1月登記；
2、成交物業主要包括山景邨內一幢5層高商業╱停車場大廈、一幢4層高停車場大廈、景華樓地下及第2層的房委會綜合設施部分、多個地下熟食檔及露天泊車位，合共提供638個泊車位。",8/1/2019,屯門區,2019,113.9671,22.3968,814665.2,828630
2019M022,福亨村路8號豫豐花園地下至一樓商業部分，包括私家車位(L5-L7)（8 Fuk Hang Tsuen Road）,大手,,1.9億港元,1.9,"30,650平方呎",,,,屯門,商場或商鋪或基座商鋪,14/3/2005,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2019M022.jpg,,廣基置業有限公司,宇海發展有限公司,EPRC及土地註冊處,,2019-07-31,,31/7/2019,屯門區,2019,113.9865,22.4188,816671.2,831064.5
2024F009,新合里1號（滙賢一號．雋朗）全幢，以及屯門新合里3號（滙賢一號．雋峰）的其中193個單位（1 San Hop Lane  & 3 San Hop Lane）,全幢,,14億港元,14,"242,260平方呎","5,779港元/平方呎",,,屯門,商業,新合里1號入伙日期為1978年7月21日，新合里3號入伙日期為1997年1月15日,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2024F009.jpg,,,新加坡財團,市場消息,https://std.stheadline.com/realtime/article/2011832/%E5%8D%B3%E6%99%82-%E5%9C%B0%E7%94%A2-%E6%B4%BB%E5%8C%96%E5%B7%A5%E5%BB%88%E9%8A%80%E4%B8%BB%E7%9B%A4%E6%98%93%E6%89%8B-%E6%98%9F%E8%B3%87%E8%B2%A1%E5%9C%9814%E5%84%84%E8%B3%BC%E5%B1%AF%E9%96%80%E6%BB%99%E8%B3%A2%E4%B8%80%E8%99%9F,2024-07-18,"1、銀主盤，原由佳源國際控股持有；
2、活化商廈",18/7/2024,屯門區,2024,113.9715,22.3934,815115.9,828252.5
2024R016,青山公路元朗段62號全幢（62 Castle Peak Road-Yuen Long）,全幢,"1,133平方呎",0.58億港元,0.58,"3,544平方呎","16,366港元/平方呎",,,元朗,1960年及之前入伙舊樓,戰前建築,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2024R016.jpg,,,恆香老餅家相關人士,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/992822/%E6%81%86%E9%A6%99%E9%A4%85%E5%AE%B65800%E8%90%AC%E6%89%BF%E6%8E%A5%E5%87%B1%E6%96%BD%E5%85%83%E6%9C%97%E5%85%A8%E5%B9%A2%E8%88%96-10%E5%B9%B4%E6%85%98%E8%9D%958200%E8%90%AC-%E8%B2%B6%E5%80%BC%E5%85%AD%E6%88%90,2024-02-27,銀主盤,27/2/2024,元朗區,2024,114.0304,22.4443,821194.5,833876.9
2023S003,牛潭尾錦綉花園旁邊一組逾32萬平方呎土地（A plot of land next to Fairview Garden）,大手,"320,000平方呎",4.38億港元,4.38,,,,,元朗,地盤（包括強拍）,,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2023S003.jpg,,森那美汽車,United Moral Limited,市場消息,https://paper.hket.com/article/3542396/%E7%89%9B%E6%BD%AD%E5%B0%BE32%E8%90%AC%E5%91%8E%E5%9C%B04.38%E5%84%84%E6%B2%BD%20%E5%B9%B3%E5%9D%87%E5%91%8E%E5%83%B9%E7%B4%841369%E5%85%83,2023-06-07,,7/6/2023,元朗區,2023,114.0494,22.4693,823152.3,836650.7
2023S004,"丈量約份第99約地段第741號、第744號餘段、第746號餘及第748號餘段（DD 99 Lot 741, 744RP, 746RP and 748RP）",大手,"805,000平方呎",2.41億港元,2.41,,,,,新田,其他（包括學校、戲院、農地等）,,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2023S004.jpg,,,恒地、新地,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/966749/%E5%8C%97%E9%83%BD%E7%99%BC%E5%B1%95-%E6%81%92%E5%9C%B0-%E6%96%B0%E5%9C%B02-41%E5%84%84%E5%A2%9E%E8%B3%BC%E6%96%B0%E7%94%B0%E8%B3%BC%E7%89%A9%E5%9F%8E%E9%84%B0%E8%BF%91%E4%B8%80%E7%B1%83%E5%AD%90%E5%9C%9F%E5%9C%B0,2023-11-30,每呎收購價約300元,30/11/2023,元朗區,2023,114.0747,22.5039,825758,840482.1
2022I020,宏業東街8號晉美工業大廈全幢（8 Wang Yip Street East）,全幢,"14,735平方呎",2.6億港元,2.6,"39,706平方呎","6,548港元/平方呎","88,400平方呎","2,941港元/平方呎",元朗,工業,2/6/1987,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2022I020.jpg,,Tsun Mee Inv (HK) Ltd.,冠華鏡廠家族,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/786823/%E5%86%A0%E8%8F%AF%E9%8F%A1%E5%BB%A0%E8%A8%B1%E6%B0%8F%E5%AE%B6%E6%97%8F2-6%E5%84%84%E8%B3%BC%E5%85%83%E6%9C%97%E5%85%A8%E5%B9%A2%E5%B7%A5%E5%BB%88,2022-06-29,,29/6/2022,元朗區,2022,114.03,22.4502,821145.5,834535.2
2022M005,朗樂路1號Yoho Mix基座商場（1 Long Lok Road）,大手,,16.29億港元,16.29,"107,000平方呎","15,224港元/平方呎",,,元朗,商場或商鋪或基座商鋪,31/3/2023,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2022M005.jpg,,西铁公司,新地,市場消息,https://std.stheadline.com/daily/article/2451862/%E6%97%A5%E5%A0%B1-%E5%9C%B0%E7%94%A2-%E6%96%B0%E5%9C%B0%E6%96%A516%E5%84%84%E8%B3%BCYOHO-Hub%E5%95%86%E5%A0%B4,2022-03-29,,29/3/2022,元朗區,2022,114.0375,22.4453,821916.4,833992
2022S007,元朗公園周邊一籃子地皮（A plot of land next to Yuen Long Park）,大手,"97,400平方呎",1.85億港元,1.85,,,"340,900平方呎",543港元/平方呎,元朗,地盤（包括強拍）,,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2022S007.jpg,,,新世界,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/737342/%E6%96%B0%E4%B8%96%E7%95%8C1-85%E5%84%84%E8%B3%BC%E5%85%83%E6%9C%97%E5%85%AC%E5%9C%92%E5%91%A8%E9%82%8A%E4%BD%8F%E5%AE%85%E5%9C%B0%E7%9A%AE-%E5%9C%B0%E7%A9%8D%E6%AF%94%E7%8E%87%E6%96%99%E7%B4%843-5%E5%80%8D,2022-02-18,,18/2/2022,元朗區,2022,114.0188,22.4375,819995.1,833131.4
2022S009,元朗一籃子分散地皮（A plot of land at Yuen Long）,大手,,1.19億港元,1.19,,,,,元朗,地盤（包括強拍）,,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2022S009.jpg,,,銀誠有限公司,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/740217/%E5%85%83%E6%9C%97%E4%B8%80%E7%B1%83%E5%AD%90%E5%9C%B0%E7%9A%AE%E9%80%BE1-19%E5%84%84%E6%98%93%E6%89%8B-%E9%83%A8%E5%88%86%E9%84%B0%E8%BF%91yoho-town,2022-02-25,,25/2/2022,元朗區,2022,114.038,22.4414,821974.6,833558.8
2022S023,"元朗和生圍一幅地皮（A piece of land at Wo Shang Wai, Yuen Long）",大手,"2,400,000平方呎",49.69億港元,49.69,,,,,元朗,地盤（包括強拍）,,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2022S023.jpg,,中國恒大,,市場消息,https://www1.hkej.com/dailynews/finnews/article/3294017/%E6%81%92%E5%A4%A7%E5%85%83%E6%9C%97%E5%9C%B0%E8%A2%AB%E6%8E%A5%E7%AE%A1%E4%BA%BA49.7%E5%84%84%E5%94%AE%E5%87%BA,2022-11-07,資產接管人出售,7/11/2022,元朗區,2022,114.054,22.4889,823621.7,838820.8
